序号,题目,答案,正确答案
148,马克思主义科学社会主义内容主要来源于（ ）国的空想社会主义内容。,A、法 B、德 C、英 D、美 ,正确答案： A
149,马克思主义的物质范畴从客观存在着的物质世界中抽象出了万事万物的共同特性是（ ）,A、运动变化性 B、广延性 C、可知性 D、客观实在性 ,正确答案： D
150,物质的根本属性是（ ）,A、客观实在性 B、运动 C、结构性 D、层次性 ,正确答案： B
151,相对静止是指（ ）,A、事物绝对不动 B、事物永恒不变 C、事物运动的特殊状态 D、事物运动的普遍状态 ,正确答案： C
152,时间是指（ ）,A、物质运动的持续性、顺序性 B、物质运动的广延性 C、人们整理感觉材料的形式 D、人们头脑中形成的观念 ,正确答案： A
153,下列属于时间的特点，是（ ）,A、四维性 B、三维性 C、一维性 D、有限性 ,正确答案： C
154,（ ）是自然界与人类社会分化统一的历史前提，又是自然界与人类社会统一起来的现实基础,A、运动 B、实践 C、精神生产 D、物质生产 ,正确答案： B
155,马克思主义认为，社会生活在本质上是（ ）,A、运动的 B、实践的 C、精神的 D、物质的 ,正确答案： B
156,“哲学家们只是用不同的方式解释世界，问题在于改变世界”，这一观点是说（ ）,A、认识世界没有必要 B、认识的目的在于指导实践 C、实践无需认识指导 D、实践是认识的来源 ,正确答案： B
157,意识是人脑的机能和属性，是人脑对客观世界的（ ）,A、主观反映 B、歪曲反映 C、虚幻反映 D、正确反映 ,正确答案： A
158,马克思指出：“观念的东西不外是移入人的头脑并在人的头脑中改造过的物质的东西而已。”这表明，（ ）,A、物质决定意识，意识是对物质的主观反映 B、意识决定物质 C、意识不是物质的产物 D、物质的客观实在性 ,正确答案： A
159,劳动在人类意识产生过程中起了决定作用，这是因为劳动（ ）,A、使自然环境发生了变化 B、为意识的产生提供了客观需要和可能 C、为人类提供了生活资料 D、使人更好地适应自然 ,正确答案： B
160,“狼孩”没有意识，这一事实说明（ ）,A、意识是生物长期发展的产物 B、意识是人脑发展的产物 C、意识是对客观事物的反映 D、意识是社会的产物 ,正确答案： D
161,正确认识和把握物质的决定作用和意识的反作用，必须处理好主观能动性和（ ）的关系,A、客观实在性 B、主观规律性 C、客观规律性 D、物质性 ,正确答案： C
162,世界的（ ）原理是马克思主义哲学的基石,A、物质统一性 B、永恒发展 C、普遍联系 D、能动性 ,正确答案： A
163,矛盾的基本属性是（ ）,A、普遍性和特殊性 B、斗争性和同一性 C、绝对性和相对性 D、变动性和稳定性 ,正确答案： B
164,有一首描述在战争中缺了钉子的马掌会导致国家灭亡的童谣：“钉子缺，蹄铁卸；蹄铁卸，战马蹶；战马蹶，骑士绝；骑士绝，战事折；战事折，国家灭。”这首童谣包含的哲学原理是（ ）,A、事物是普遍联系的 B、事物是变化的 C、现象是本质的表现 D、事物的量变引起质变 ,正确答案： A
165,唯物辩证法认为，发展是（ ）,A、事物永不停息的运动变化 B、事物从过去到现在再到将来的变化 C、前进的上升的运动 D、事物由小到大、由少到多的变化 ,正确答案： C
166,区分一个事物是新事物还是旧事物，最根本的是看该事物（ ）,A、是否为大多数人所支持 B、是否同历史发展的必然趋势相符合 C、在形式上是否新奇 D、在时间上是否是新近发生的 ,正确答案： B
167,“沉舟侧畔千帆过，病树前头万木春。”“芳林新叶催陈叶，流水前波让后波。”这两句诗包含的哲学道理是（ ）,A、矛盾是事物发展的动力 B、事物是现象和本质的统一 C、事物的发展是量变和质变的统一 D、新事物代替旧事物是事物发展的总趋势 ,正确答案： D
168,唯物辩证法的实质与核心是（ ）,A、内容决定形式的规律 B、否定之否定规律 C、质量互变规律 D、对立统一规律 ,正确答案： D
169,对立统一规律揭示了（ ）,A、事物发展的动力和源泉 B、事物发展的状态和形式 C、事物发展的方向和道路 D、事物发展的两种趋向 ,正确答案： A
170,在唯物辩证法看来，房子同平房、楼房、别墅等的关系属于（ ）,A、整体和部分的关系 B、共性和个性的关系 C、本质和现象的关系 D、高级和低级的关系 ,正确答案： B
171,中国特色社会主义理论的哲学根据是（ ）,A、矛盾的普遍性与特殊性的关系 B、矛盾的同一性与斗争性的关系 C、形式与内容的关系 D、本质与现象的关系 ,正确答案： A
172,在实际工作中，要注意掌握分寸，防止“过”或“不及”，这在哲学上属于（ ）,A、抓事物的主要矛盾 B、确定事物的质 C、认识事物的量 D、把握事物的度 ,正确答案： D
173,量变和质变的根本区别是（ ）,A、量变是渐进的，质变是突然的 B、量变是不显著的，质变是显著的 C、量变是在度的范围内的变化，质变是超出度的范围的变化 D、量变是以数量规定的，质变是以属性规定的 ,正确答案： C
174,事物的发展既是连续的又是非连续的，这是（ ）,A、辩证法的观点 B、形而上学的观点 C、二元论的观点 D、诡辩论的观点 ,正确答案： A
175,事物的否定方面是指（ ）,A、事物中处于主导地位的方面 B、事物中消极的方面 C、事物中维持其存在的方面 D、事物中促使其灭亡的方面 ,正确答案： D
176,辩证法的否定即“扬弃”，它的含义是指（ ）,A、抛弃 B、事物中好的方面和坏的方面的组合 C、纯粹的否定 D、既克服又保留 ,正确答案： D
177,唯物辩证法的否定之否定规律揭示了事物发展的（ ）,A、前进性和曲折性 B、形式和状态 C、结构和功能 D、源泉和动力 ,正确答案： A
178,对立统一规律（ ）唯物辩证法的实质和核心,A、不是 B、以前是 C、是 D、曾经是 ,正确答案： C
179,事物的联系是事物本身所固有的，不是主观臆想的。表明联系的（ ）,A、客观性 B、普遍性 C、多样性 D、条件性 ,正确答案： A
180,马克思主义哲学认为，世界统一于（ ）,A、意识 B、永恒发展 C、矛盾 D、物质 ,正确答案： D
181,矛盾的对立属性又称（ ）,A、斗争性 B、对抗性 C、分裂性 D、否定性 ,正确答案： A
182,“城门失火，殃及池鱼”说明（ ）,A、任何事物和现象都是彼此联系的 B、任何事物和现象都是彼此孤立的 C、任何事物和现象之间的联系是主观随意的 D、事物之间是互不影响的 ,正确答案： A
183,唯物辩证法的总特征是（ ）,A、矛盾的同一性和斗争性相结合的观点 B、普遍联系和永恒发展的观点 C、矛盾的对立面既统一又斗争的观点 D、运动和静止辩证统一的观点 ,正确答案： B
184,矛盾的同一性是指矛盾双方（ ）,A、绝对的一致 B、完全的平衡 C、无差别的统一 D、相互联系、相互吸引 ,正确答案： D
185,矛盾的转化是（ ）,A、向任何一个方向转化 B、向自己的对立面转化 C、向没有矛盾的方向转化 D、向矛盾激化的方向转化 ,正确答案： B
186,矛盾的斗争性是指矛盾着的对立面之间（ ）,A、相互离异、相互排斥的性质和趋势 B、相互渗透和相互转化的性质和趋势 C、绝对对立 D、绝对不同 ,正确答案： A
187,唯物主义的第二个历史发展阶段是（ ）,A、马克思主义阶段 B、机械唯物主义 C、朴素唯物主义 D、科学主义 ,正确答案： B
188,辩证唯物主义认为运动是（ ）,A、标志宇宙间一切事物存在的哲学范畴 B、标志宇宙间一切事物、现象和过程的变化的哲学范畴 C、标志宇宙间一切事物、现象的飞跃和质变的哲学范畴 D、标志宇宙间一切机械运动和位置移动的哲学范畴 ,正确答案： B
189,正确发挥意识能动作用的客观前提是（ ）,A、要有旺盛的革命热情 B、正确反映客观规律 C、充分发挥集体主义精神 D、把世界的万物之源归结为主观精神 ,正确答案： B
190,矛盾问题的精髓是（ ）,A、矛盾的同一性和斗争性的关系 B、主要矛盾和次要矛盾的关系 C、矛盾的普遍性和特殊性的关系 D、内因和外因的关系 ,正确答案： C
191,划分唯物主义和唯心主义的标准在于是否承认（ ）,A、世界是普遍联系的 B、世界是运动、变化、发展的 C、世界是物质的 D、世界是统一的 ,正确答案： C
192,成语“城门失火，殃及池鱼”所蕴含的道理是（ ）,A、直接联系 B、间接联系 C、本质联系 D、必然联系 ,正确答案： B
193,坚持就是胜利说明了（ ）。,A、必然性通过偶然性开辟道路 B、肯定与否定相互包含 C、量变到一定程度必然会引起质变 D、有因必然有果 ,正确答案： C
194,“白鹭岛，岛旁舟，舟行岛不行”说明静止是（ ）。,A、运动的存在方式 B、运动的普遍状态 C、运动的内在原因 D、运动的衡量尺度 ,正确答案： D
195,“上课不听讲”、“考试就发蒙”两者之间存在着（ ）联系。,A、本质 B、必然 C、主观 D、因果 ,正确答案： D
196,吃饭只能吃个八分饱，说明了（ ）。,A、量变会引起质变 B、把握适度原则 C、时时注意事物的自我否定 D、现象与本质之间隔着鸿沟 ,正确答案： B
197,马克思主义哲学和具体科学的关系属于（ ）,A、 内容和形式的关系  B、 整体和部分的关系  C、 原因和结果的关系  D、 共性和个性的关系  ,正确答案： D
198,马克思主义哲学区别于一切旧哲学的最主要、最显著的特征是,A、逻辑性 B、思辨性 C、实践性 D、科学性 ,正确答案： C
